timestamp,attack_type,stride_category,status,predicted_label,detected,latency_ms
2026-04-23T06:48:12.689257,MITM,Tampering,ok,Normal,no,0.54
2026-04-23T06:48:13.303552,Port_Scanning,Information Disclosure,ok,Normal,no,0.62
2026-04-23T06:48:13.914186,SQL_injection,Tampering,ok,Normal,no,0.56
2026-04-23T06:48:14.535211,XSS,Tampering,ok,Normal,no,1.06
2026-04-23T06:48:15.165374,Backdoor,Elevation of Privilege,ok,Normal,no,2.12
2026-04-23T06:48:15.807303,DDoS_HTTP,Denial of Service,ok,Normal,no,1.13
2026-04-23T06:48:16.421601,MITM,Tampering,ok,Normal,no,1.30
2026-04-23T06:48:17.040918,Port_Scanning,Information Disclosure,ok,Normal,no,0.51
2026-04-23T06:48:17.656145,SQL_injection,Tampering,ok,Normal,no,0.52
2026-04-23T06:48:18.288420,XSS,Tampering,ok,Normal,no,0.63
2026-04-23T06:48:18.914276,Backdoor,Elevation of Privilege,ok,Normal,no,0.44
2026-04-23T06:48:19.533342,DDoS_HTTP,Denial of Service,ok,Normal,no,1.36
2026-04-23T06:48:20.142822,MITM,Tampering,ok,Normal,no,1.10
2026-04-23T06:48:20.771330,Port_Scanning,Information Disclosure,ok,Normal,no,0.49
2026-04-23T06:48:21.406286,SQL_injection,Tampering,ok,Normal,no,1.45
2026-04-23T06:48:22.025254,XSS,Tampering,ok,Normal,no,0.49
2026-04-23T06:48:22.652648,Backdoor,Elevation of Privilege,ok,Normal,no,1.00
2026-04-23T06:48:23.283103,DDoS_HTTP,Denial of Service,ok,Normal,no,1.73
2026-04-23T06:48:23.897497,MITM,Tampering,ok,Vulnerability_scanner,yes,0.47
2026-04-23T06:48:24.507280,Port_Scanning,Information Disclosure,ok,Normal,no,0.91
2026-04-23T06:48:25.135180,SQL_injection,Tampering,ok,Normal,no,1.73
2026-04-23T06:48:25.743685,XSS,Tampering,ok,Normal,no,0.63
2026-04-23T06:48:26.351634,Backdoor,Elevation of Privilege,ok,Normal,no,1.72
2026-04-23T06:48:26.974857,DDoS_HTTP,Denial of Service,ok,Normal,no,0.70
2026-04-23T06:48:27.596243,MITM,Tampering,ok,Vulnerability_scanner,yes,1.22
2026-04-23T06:48:28.227148,Port_Scanning,Information Disclosure,ok,Normal,no,3.08
2026-04-23T06:48:28.851386,SQL_injection,Tampering,ok,Normal,no,0.46
2026-04-23T06:48:29.466634,XSS,Tampering,ok,Normal,no,0.74
2026-04-23T06:48:30.088228,Backdoor,Elevation of Privilege,ok,Normal,no,0.52
2026-04-23T06:48:30.699785,DDoS_HTTP,Denial of Service,ok,Normal,no,1.00
2026-04-23T06:48:31.312891,MITM,Tampering,ok,Normal,no,0.67
2026-04-23T06:48:31.944345,Port_Scanning,Information Disclosure,ok,Normal,no,1.69
2026-04-23T06:48:32.581325,SQL_injection,Tampering,ok,Normal,no,0.68
2026-04-23T06:48:33.215762,XSS,Tampering,ok,Normal,no,1.74
2026-04-23T06:48:33.843872,Backdoor,Elevation of Privilege,ok,Normal,no,0.96
2026-04-23T06:48:34.472983,DDoS_HTTP,Denial of Service,ok,Normal,no,1.47
2026-04-23T06:48:35.086547,MITM,Tampering,ok,Normal,no,0.48
2026-04-23T06:48:35.691959,Port_Scanning,Information Disclosure,ok,Normal,no,0.93
2026-04-23T06:48:36.307903,SQL_injection,Tampering,ok,Normal,no,0.60
2026-04-23T06:48:36.936360,XSS,Tampering,ok,Normal,no,0.92
2026-04-23T06:48:37.566906,Backdoor,Elevation of Privilege,ok,Normal,no,2.05
2026-04-23T06:48:38.177154,DDoS_HTTP,Denial of Service,ok,Normal,no,0.70
2026-04-23T06:48:38.931762,MITM,Tampering,ok,Vulnerability_scanner,yes,1.43
2026-04-23T06:48:39.549736,Port_Scanning,Information Disclosure,ok,Normal,no,0.52
2026-04-23T06:48:40.164698,SQL_injection,Tampering,ok,Normal,no,0.73
2026-04-23T06:48:40.778409,XSS,Tampering,ok,Normal,no,1.01
2026-04-23T06:48:41.399690,Backdoor,Elevation of Privilege,ok,Normal,no,1.79
2026-04-23T06:48:42.033526,DDoS_HTTP,Denial of Service,ok,Normal,no,0.67
2026-04-23T06:48:42.650712,MITM,Tampering,ok,Vulnerability_scanner,yes,0.56
